"","product_id","vendor_id","device_id","sale_month","sales_item_count","sales_amount","capacity","price","X","vendor_product_id","description"
"61304","14:00",2039,25883,"2014-07",23,17.25,868,0.75,7,"2039:14:00","Coke 12oz Can"
"61305","14:00",2039,25720,"2014-09",24,18,44,0.75,7,"2039:14:00","Coke 12oz Can"
"61306","14:00",2039,23177,"2014-01",72,54,120,0.75,7,"2039:14:00","Coke 12oz Can"
"61307","14:00",2039,25485,"2015-12",113,28.25,5580,0.25,7,"2039:14:00","Coke 12oz Can"
"61308","14:00",2039,38273,"2014-05",33,16.5,868,0.5,7,"2039:14:00","Coke 12oz Can"
"61309","14:00",2039,38273,"2014-04",23,11.5,812,0.5,7,"2039:14:00","Coke 12oz Can"
"61310","14:00",2039,25882,"2014-07",10,7.5,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61311","14:00",2039,38265,"2015-06",7,5.25,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61312","14:00",2039,25566,"2014-03",46,29.9,80,0.65,7,"2039:14:00","Coke 12oz Can"
"61313","14:00",2039,26024,"2015-10",46,39.1,2976,0.85,7,"2039:14:00","Coke 12oz Can"
"61314","14:00",2039,25889,"2015-08",0,0,1023,1.5,7,"2039:14:00","Coke 12oz Can"
"61315","14:00",2039,26024,"2015-11",48,40.8,2304,0.85,7,"2039:14:00","Coke 12oz Can"
"61316","14:00",2039,38366,"2014-02",108,70.2,1960,0.65,7,"2039:14:00","Coke 12oz Can"
"61317","14:00",2039,25720,"2014-10",51,38.25,84,0.75,7,"2039:14:00","Coke 12oz Can"
"61318","14:00",2039,25720,"2015-09",17,12.75,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61319","14:00",2039,25889,"2014-11",0,0,990,1.5,7,"2039:14:00","Coke 12oz Can"
"61320","14:00",2039,25889,"2014-09",0,0,726,1.5,7,"2039:14:00","Coke 12oz Can"
"61321","14:00",2039,25889,"2014-08",1,1.5,957,1.5,7,"2039:14:00","Coke 12oz Can"
"61322","14:00",2039,25889,"2014-05",0,0,957,0.75,7,"2039:14:00","Coke 12oz Can"
"61323","14:00",2039,25567,"2014-07",28,18.2,62,0.65,7,"2039:14:00","Coke 12oz Can"
"61324","14:00",2039,25840,"2015-08",217,162.75,1023,0.75,7,"2039:14:00","Coke 12oz Can"
"61325","14:00",2039,26076,"2014-11",104,78,1596,0.75,7,"2039:14:00","Coke 12oz Can"
"61326","14:00",2039,25720,"2014-05",41,30.75,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61327","14:00",2039,25566,"2014-02",142,92.3,112,0.65,7,"2039:14:00","Coke 12oz Can"
"61328","14:00",2039,25566,"2014-06",7,4.55,38,0.65,7,"2039:14:00","Coke 12oz Can"
"61329","14:00",2039,25889,"2015-11",0,0,792,1.5,7,"2039:14:00","Coke 12oz Can"
"61330","14:00",2039,25720,"2015-10",18,13.5,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61331","14:00",2039,25882,"2014-12",6,4.5,40,0.75,7,"2039:14:00","Coke 12oz Can"
"61332","14:00",2039,23177,"2014-03",50,37.5,76,0.75,7,"2039:14:00","Coke 12oz Can"
"61333","14:00",2039,25485,"2014-07",55,13.75,5400,0.25,7,"2039:14:00","Coke 12oz Can"
"61334","14:00",2039,25485,"2014-06",33,8.25,3420,0.25,7,"2039:14:00","Coke 12oz Can"
"61335","14:00",2039,25485,"2014-05",51,12.75,5580,0.25,7,"2039:14:00","Coke 12oz Can"
"61336","14:00",2039,26024,"2015-03",57,48.45,2784,0.85,7,"2039:14:00","Coke 12oz Can"
"61337","14:00",2039,38265,"2014-05",6,4.5,24,0.75,7,"2039:14:00","Coke 12oz Can"
"61338","14:00",2039,25889,"2015-02",0,0,858,1.5,7,"2039:14:00","Coke 12oz Can"
"61339","14:00",2039,25840,"2015-01",107,80.25,1023,0.75,7,"2039:14:00","Coke 12oz Can"
"61340","14:00",2039,25720,"2015-05",35,26.25,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61341","14:00",2039,25566,"2014-04",16,10.4,58,0.65,7,"2039:14:00","Coke 12oz Can"
"61342","14:00",2039,25993,"2014-06",10,7.5,36,0.75,7,"2039:14:00","Coke 12oz Can"
"61343","14:00",2039,25720,"2014-08",46,34.5,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61344","14:00",2039,25720,"2015-08",19,14.25,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61345","14:00",2039,25829,"2014-02",392,98,21168,0.25,7,"2039:14:00","Coke 12oz Can"
"61346","14:00",2039,26076,"2015-07",65,48.75,1767,0.75,7,"2039:14:00","Coke 12oz Can"
"61347","14:00",2039,25889,"2014-10",0,0,1452,1.5,7,"2039:14:00","Coke 12oz Can"
"61348","14:00",2039,25889,"2014-04",0,0,891,0.75,7,"2039:14:00","Coke 12oz Can"
"61349","14:00",2039,25485,"2015-05",40,10,5580,0.25,7,"2039:14:00","Coke 12oz Can"
"61350","14:00",2039,26024,"2015-01",27,22.95,2976,0.85,7,"2039:14:00","Coke 12oz Can"
"61351","14:00",2039,25840,"2015-07",233,174.75,1023,0.75,7,"2039:14:00","Coke 12oz Can"
"61352","14:00",2039,25840,"2015-05",194,145.5,1023,0.75,7,"2039:14:00","Coke 12oz Can"
"61353","14:00",2039,26076,"2014-09",49,36.75,1197,0.75,7,"2039:14:00","Coke 12oz Can"
"61354","14:00",2039,25882,"2014-03",8,6,76,0.75,7,"2039:14:00","Coke 12oz Can"
"61355","14:00",2039,23193,"2014-10",62,52.7,1452,0.85,7,"2039:14:00","Coke 12oz Can"
"61356","14:00",2039,25720,"2015-11",18,13.5,48,0.75,7,"2039:14:00","Coke 12oz Can"
"61357","14:00",2039,38265,"2015-12",35,26.25,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61358","14:00",2039,38366,"2014-01",146,94.9,2100,0.65,7,"2039:14:00","Coke 12oz Can"
"61359","14:00",2039,25889,"2014-06",2,3,528,0.75,7,"2039:14:00","Coke 12oz Can"
"61360","14:00",2039,26024,"2015-06",44,37.4,2784,0.85,7,"2039:14:00","Coke 12oz Can"
"61361","14:00",2039,26024,"2015-05",49,41.65,2976,0.85,7,"2039:14:00","Coke 12oz Can"
"61362","14:00",2039,38273,"2014-06",6,3,476,0.5,7,"2039:14:00","Coke 12oz Can"
"61363","14:00",2039,25485,"2015-11",41,10.25,3600,0.25,7,"2039:14:00","Coke 12oz Can"
"61364","14:00",2039,38265,"2014-03",32,24,76,0.75,7,"2039:14:00","Coke 12oz Can"
"61365","14:00",2039,25883,"2015-04",15,11.25,840,0.75,7,"2039:14:00","Coke 12oz Can"
"61366","14:00",2039,25993,"2014-02",28,21,112,0.75,7,"2039:14:00","Coke 12oz Can"
"61367","14:00",2039,23177,"2015-06",24,18,50,0.75,7,"2039:14:00","Coke 12oz Can"
"61368","14:00",2039,26076,"2014-12",101,75.75,1140,0.75,7,"2039:14:00","Coke 12oz Can"
"61369","14:00",2039,25720,"2014-04",33,24.75,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61370","14:00",2039,23193,"2014-11",47,39.95,924,0.85,7,"2039:14:00","Coke 12oz Can"
"61371","14:00",2039,25882,"2014-11",7,5.25,60,0.75,7,"2039:14:00","Coke 12oz Can"
"61372","14:00",2039,26024,"2015-07",31,26.35,2976,0.85,7,"2039:14:00","Coke 12oz Can"
"61373","14:00",2039,25840,"2015-10",166,124.5,1023,0.75,7,"2039:14:00","Coke 12oz Can"
"61374","14:00",2039,26076,"2015-05",120,90,1767,0.75,7,"2039:14:00","Coke 12oz Can"
"61375","14:00",2039,38273,"2014-07",17,10.3,812,0.5,7,"2039:14:00","Coke 12oz Can"
"61376","14:00",2039,25882,"2014-06",6,4.5,36,0.75,7,"2039:14:00","Coke 12oz Can"
"61377","14:00",2039,25840,"2015-06",218,163.5,957,0.75,7,"2039:14:00","Coke 12oz Can"
"61378","14:00",2039,38265,"2014-02",42,31.5,112,0.75,7,"2039:14:00","Coke 12oz Can"
"61379","14:00",2039,38265,"2015-09",30,22.5,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61380","14:00",2039,25883,"2014-12",11,8.25,504,0.75,7,"2039:14:00","Coke 12oz Can"
"61381","14:00",2039,25720,"2015-04",31,23.25,60,0.75,7,"2039:14:00","Coke 12oz Can"
"61382","14:00",2039,25566,"2014-01",136,88.4,120,0.65,7,"2039:14:00","Coke 12oz Can"
"61383","14:00",2039,25889,"2015-07",2,3,957,1.5,7,"2039:14:00","Coke 12oz Can"
"61384","14:00",2039,25720,"2015-06",26,19.5,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61385","14:00",2039,25720,"2014-07",39,29.25,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61386","14:00",2039,25883,"2014-04",31,23.25,812,0.75,7,"2039:14:00","Coke 12oz Can"
"61387","14:00",2039,25485,"2015-09",70,17.5,5220,0.25,7,"2039:14:00","Coke 12oz Can"
"61388","14:00",2039,25889,"2014-06",2,3,528,1.5,7,"2039:14:00","Coke 12oz Can"
"61389","14:00",2039,25485,"2015-01",79,19.75,5580,0.25,7,"2039:14:00","Coke 12oz Can"
"61390","14:00",2039,25889,"2014-07",2,3,1023,1.5,7,"2039:14:00","Coke 12oz Can"
"61391","14:00",2039,26024,"2014-11",46,39.1,2880,0.85,7,"2039:14:00","Coke 12oz Can"
"61392","14:00",2039,23177,"2015-05",35,26.25,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61393","14:00",2039,38265,"2014-10",12,9,88,0.75,7,"2039:14:00","Coke 12oz Can"
"61394","14:00",2039,25889,"2015-03",0,0,957,1.5,7,"2039:14:00","Coke 12oz Can"
"61395","14:00",2039,23177,"2015-04",17,12.75,56,0.75,7,"2039:14:00","Coke 12oz Can"
"61396","14:00",2039,25720,"2015-12",23,17.25,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61397","14:00",2039,25566,"2014-05",17,11.05,62,0.65,7,"2039:14:00","Coke 12oz Can"
"61398","14:00",2039,23177,"2015-12",7,5.25,32,0.75,7,"2039:14:00","Coke 12oz Can"
"61399","14:00",2039,26024,"2015-02",36,30.6,2688,0.85,7,"2039:14:00","Coke 12oz Can"
"61400","14:00",2039,26024,"2014-09",22,18.7,2016,0.85,7,"2039:14:00","Coke 12oz Can"
"61401","14:00",2039,26024,"2014-12",13,11.05,1920,0.85,7,"2039:14:00","Coke 12oz Can"
"61402","14:00",2039,23177,"2014-02",70,52.5,112,0.75,7,"2039:14:00","Coke 12oz Can"
"61403","14:00",2039,38273,"2014-03",30,15,1064,0.5,7,"2039:14:00","Coke 12oz Can"
"61404","14:00",2039,25485,"2015-10",60,15,3960,0.25,7,"2039:14:00","Coke 12oz Can"
"61405","14:00",2039,38265,"2014-01",66,49.5,120,0.75,7,"2039:14:00","Coke 12oz Can"
"61406","14:00",2039,38226,"2014-05",7,5.95,868,0.85,7,"2039:14:00","Coke 12oz Can"
"61407","14:00",2039,25889,"2015-04",0,0,924,1.5,7,"2039:14:00","Coke 12oz Can"
"61408","14:00",2039,25883,"2015-05",19,14.25,868,0.75,7,"2039:14:00","Coke 12oz Can"
"61409","14:00",2039,25883,"2015-02",19,14.25,784,0.75,7,"2039:14:00","Coke 12oz Can"
"61410","14:00",2039,25720,"2015-07",32,24,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61411","14:00",2039,25566,"2014-09",3,1.95,16,0.65,7,"2039:14:00","Coke 12oz Can"
"61412","14:00",2039,25883,"2015-07",24,18,868,0.75,7,"2039:14:00","Coke 12oz Can"
"61413","14:00",2039,23193,"2014-01",178,151.3,1914,0.85,7,"2039:14:00","Coke 12oz Can"
"61414","14:00",2039,25720,"2014-06",30,22.5,38,0.75,7,"2039:14:00","Coke 12oz Can"
"61415","14:00",2039,25829,"2014-03",232,58,15120,0.25,7,"2039:14:00","Coke 12oz Can"
"61416","14:00",2039,38273,"2014-07",17,10.3,812,0.8,7,"2039:14:00","Coke 12oz Can"
"61417","14:00",2039,25883,"2015-03",4,3,812,0.75,7,"2039:14:00","Coke 12oz Can"
"61418","14:00",2039,38366,"2014-08",63,40.95,1085,0.65,7,"2039:14:00","Coke 12oz Can"
"61419","14:00",2039,38273,"2014-08",9,7.2,868,0.8,7,"2039:14:00","Coke 12oz Can"
"61420","14:00",2039,23193,"2014-09",40,34,693,0.85,7,"2039:14:00","Coke 12oz Can"
"61421","14:00",2039,23177,"2014-09",19,14.25,42,0.75,7,"2039:14:00","Coke 12oz Can"
"61422","14:00",2039,23193,"2014-07",81,68.85,957,0.85,7,"2039:14:00","Coke 12oz Can"
"61423","14:00",2039,26076,"2015-02",104,78,1596,0.75,7,"2039:14:00","Coke 12oz Can"
"61424","14:00",2039,25883,"2014-02",24,18,1568,0.75,7,"2039:14:00","Coke 12oz Can"
"61425","14:00",2039,23177,"2015-11",16,12,40,0.75,7,"2039:14:00","Coke 12oz Can"
"61426","14:00",2039,23177,"2015-10",9,6.75,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61427","14:00",2039,25485,"2015-06",89,22.25,5220,0.25,7,"2039:14:00","Coke 12oz Can"
"61428","14:00",2039,25485,"2015-08",105,26.25,5580,0.25,7,"2039:14:00","Coke 12oz Can"
"61429","14:00",2039,25889,"2014-02",54,40.5,1848,0.75,7,"2039:14:00","Coke 12oz Can"
"61430","14:00",2039,25889,"2014-03",6,4.5,1254,0.75,7,"2039:14:00","Coke 12oz Can"
"61431","14:00",2039,23177,"2015-01",19,14.25,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61432","14:00",2039,38273,"2014-10",1,0.8,196,0.8,7,"2039:14:00","Coke 12oz Can"
"61433","14:00",2039,38265,"2014-06",1,0.75,2,0.75,7,"2039:14:00","Coke 12oz Can"
"61434","14:00",2039,26024,"2014-06",54,40.5,1728,0.75,7,"2039:14:00","Coke 12oz Can"
"61435","14:00",2039,25993,"2014-03",12,9,76,0.75,7,"2039:14:00","Coke 12oz Can"
"61436","14:00",2039,25485,"2014-11",38,9.5,5400,0.25,7,"2039:14:00","Coke 12oz Can"
"61437","14:00",2039,38265,"2015-11",13,9.75,48,0.75,7,"2039:14:00","Coke 12oz Can"
"61438","14:00",2039,26024,"2015-08",34,28.9,2976,0.85,7,"2039:14:00","Coke 12oz Can"
"61439","14:00",2039,38226,"2014-07",5,4.25,868,0.85,7,"2039:14:00","Coke 12oz Can"
"61440","14:00",2039,25993,"2014-04",3,2.25,42,0.75,7,"2039:14:00","Coke 12oz Can"
"61441","14:00",2039,38273,"2014-02",42,21,1568,0.5,7,"2039:14:00","Coke 12oz Can"
"61442","14:00",2039,26024,"2015-04",40,34,2880,0.85,7,"2039:14:00","Coke 12oz Can"
"61443","14:00",2039,38366,"2014-07",51,33.15,1085,0.65,7,"2039:14:00","Coke 12oz Can"
"61444","14:00",2039,38226,"2014-09",1,0.85,196,0.85,7,"2039:14:00","Coke 12oz Can"
"61445","14:00",2039,25883,"2014-11",5,3.75,840,0.75,7,"2039:14:00","Coke 12oz Can"
"61446","14:00",2039,38093,"2015-06",8,8,58,1,7,"2039:14:00","Coke 12oz Can"
"61447","14:00",2039,23361,"2014-04",22,16.5,348,0.75,7,"2039:14:00","Coke 12oz Can"
"61448","14:00",2039,25889,"2015-05",1,1.5,957,1.5,7,"2039:14:00","Coke 12oz Can"
"61449","14:00",2039,26076,"2014-10",50,37.5,741,0.75,7,"2039:14:00","Coke 12oz Can"
"61450","14:00",2039,25883,"2014-03",6,4.5,1064,0.75,7,"2039:14:00","Coke 12oz Can"
"61451","14:00",2039,25889,"2015-06",2,3,891,1.5,7,"2039:14:00","Coke 12oz Can"
"61452","14:00",2039,25720,"2014-01",88,66,120,0.75,7,"2039:14:00","Coke 12oz Can"
"61453","14:00",2039,38265,"2015-10",23,17.25,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61454","14:00",2039,25720,"2014-02",54,40.5,112,0.75,7,"2039:14:00","Coke 12oz Can"
"61455","14:00",2039,26076,"2015-04",131,98.25,1710,0.75,7,"2039:14:00","Coke 12oz Can"
"61456","14:00",2039,25829,"2014-04",208,52,10962,0.25,7,"2039:14:00","Coke 12oz Can"
"61457","14:00",2039,23177,"2014-07",46,34.5,62,0.75,7,"2039:14:00","Coke 12oz Can"
"61458","14:00",2039,25720,"2015-02",31,23.25,56,0.75,7,"2039:14:00","Coke 12oz Can"
"61459","14:00",2039,25720,"2014-12",15,11.25,42,0.75,7,"2039:14:00","Coke 12oz Can"
"61460","14:00",2039,23193,"2014-08",58,49.3,1023,0.85,7,"2039:14:00","Coke 12oz Can"
"61461","14:00",2039,25720,"2015-01",16,12,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61462","14:00",2039,25720,"2015-03",38,28.5,54,0.75,7,"2039:14:00","Coke 12oz Can"
"61463","14:00",2039,25840,"2014-12",5,3.75,33,0.75,7,"2039:14:00","Coke 12oz Can"
"61464","14:00",2039,25883,"2014-01",46,34.5,1680,0.75,7,"2039:14:00","Coke 12oz Can"
"61465","14:00",2039,23177,"2015-07",29,21.75,50,0.75,7,"2039:14:00","Coke 12oz Can"
"61466","14:00",2039,23177,"2014-12",22,16.5,42,0.75,7,"2039:14:00","Coke 12oz Can"
"61467","14:00",2039,25485,"2015-07",80,20,5580,0.25,7,"2039:14:00","Coke 12oz Can"
"61468","14:00",2039,25889,"2014-01",56,42,1848,0.75,7,"2039:14:00","Coke 12oz Can"
"61469","14:00",2039,23177,"2015-02",10,7.5,44,0.75,7,"2039:14:00","Coke 12oz Can"
"61470","14:00",2039,25485,"2015-02",47,11.75,5040,0.25,7,"2039:14:00","Coke 12oz Can"
"61471","14:00",2039,38366,"2014-12",36,23.4,700,0.65,7,"2039:14:00","Coke 12oz Can"
"61472","14:00",2039,25829,"2014-08",238,59.5,11718,0.25,7,"2039:14:00","Coke 12oz Can"
"61473","14:00",2039,26019,"2015-08",80,68,2784,0.85,7,"2039:14:00","Coke 12oz Can"
"61474","14:00",2039,38265,"2014-11",6,4.5,52,0.75,7,"2039:14:00","Coke 12oz Can"
"61475","14:00",2039,26024,"2014-07",64,52.5,2976,0.85,7,"2039:14:00","Coke 12oz Can"
"61476","14:00",2039,25882,"2015-03",16,12,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61477","14:00",2039,23193,"2014-02",146,124.1,1650,0.85,7,"2039:14:00","Coke 12oz Can"
"61478","14:00",2039,26024,"2014-08",43,36.55,2976,0.85,7,"2039:14:00","Coke 12oz Can"
"61479","14:00",2039,38273,"2014-01",56,28,1680,0.5,7,"2039:14:00","Coke 12oz Can"
"61480","14:00",2039,23361,"2015-02",30,22.5,312,0.75,7,"2039:14:00","Coke 12oz Can"
"61481","14:00",2039,25829,"2014-01",370,92.5,21168,0.25,7,"2039:14:00","Coke 12oz Can"
"61482","14:00",2039,26024,"2014-10",40,34,1728,0.85,7,"2039:14:00","Coke 12oz Can"
"61483","14:00",2039,38366,"2014-05",54,35.1,1085,0.65,7,"2039:14:00","Coke 12oz Can"
"61484","14:00",2039,38226,"2014-06",3,2.55,532,0.85,7,"2039:14:00","Coke 12oz Can"
"61485","14:00",2039,23361,"2014-06",19,14.25,228,0.75,7,"2039:14:00","Coke 12oz Can"
"61486","14:00",2039,25720,"2014-11",27,20.25,60,0.75,7,"2039:14:00","Coke 12oz Can"
"61487","14:00",2039,26019,"2015-09",101,85.85,2784,0.85,7,"2039:14:00","Coke 12oz Can"
"61488","14:00",2039,38093,"2014-06",5,5,38,1,7,"2039:14:00","Coke 12oz Can"
"61489","14:00",2039,25883,"2015-01",21,15.75,868,0.75,7,"2039:14:00","Coke 12oz Can"
"61490","14:00",2039,23177,"2015-08",26,19.5,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61491","14:00",2039,25882,"2014-01",14,10.5,120,0.75,7,"2039:14:00","Coke 12oz Can"
"61492","14:00",2039,25882,"2014-02",30,22.5,112,0.75,7,"2039:14:00","Coke 12oz Can"
"61493","14:00",2039,38093,"2014-05",18,18,62,1,7,"2039:14:00","Coke 12oz Can"
"61494","14:00",2039,25882,"2015-10",3,2.55,62,0.85,7,"2039:14:00","Coke 12oz Can"
"61495","14:00",2039,25720,"2014-03",30,22.5,80,0.75,7,"2039:14:00","Coke 12oz Can"
"61496","14:00",2039,25883,"2015-09",5,3.85,812,0.85,7,"2039:14:00","Coke 12oz Can"
"61497","14:00",2039,25883,"2015-09",5,3.85,812,0.75,7,"2039:14:00","Coke 12oz Can"
"61498","14:00",2039,23193,"2014-06",38,32.3,561,0.85,7,"2039:14:00","Coke 12oz Can"
"61499","14:00",2039,25829,"2015-09",159,39.75,9450,0.25,7,"2039:14:00","Coke 12oz Can"
"61500","14:00",2039,23177,"2014-10",49,36.75,74,0.75,7,"2039:14:00","Coke 12oz Can"
"61501","14:00",2039,26076,"2015-09",75,56.25,1653,0.75,7,"2039:14:00","Coke 12oz Can"
"61502","14:00",2039,25882,"2015-02",14,10.5,56,0.75,7,"2039:14:00","Coke 12oz Can"
"61503","14:00",2039,25840,"2015-04",157,117.75,990,0.75,7,"2039:14:00","Coke 12oz Can"
"61504","14:00",2039,23177,"2015-03",27,20.25,54,0.75,7,"2039:14:00","Coke 12oz Can"
"61505","14:00",2039,23177,"2014-11",43,32.25,56,0.75,7,"2039:14:00","Coke 12oz Can"
"61506","14:00",2039,25883,"2015-12",9,7.65,588,0.85,7,"2039:14:00","Coke 12oz Can"
"61507","14:00",2039,23177,"2015-09",16,12,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61508","14:00",2039,25485,"2015-04",56,14,5400,0.25,7,"2039:14:00","Coke 12oz Can"
"61509","14:00",2039,25882,"2015-06",11,8.25,58,0.75,7,"2039:14:00","Coke 12oz Can"
"61510","14:00",2039,25485,"2014-12",18,4.5,1980,0.25,7,"2039:14:00","Coke 12oz Can"
"61511","14:00",2039,26076,"2014-08",137,102.75,1767,0.75,7,"2039:14:00","Coke 12oz Can"
